schoolyear,gradeLevel,classPeriod,classType,schoolName,gradePercentage,avid,sped,migrant,ell,student_ID
2024-2025,7,1.0,ENG,South Junior High,92.4,N,N,N,N,4P3UQJ01U
2018-2019,8,4.0,SCI,East Junior High,58.4,Y,Y,N,N,89F2T4ZPF
2024-2025,1,8.0,SCI,Sunny Hillside Elementary School,87.5,Y,N,N,N,LWA44J85B
2024-2025,0,3.0,MUS,Maria Flowers Elementary School,98.0,N,N,N,Y,1NKU1XG35
2024-2025,5,2.0,ART,Seaside Elementary School,100.0,Y,N,N,Y,7QL5WG84A
2023-2024,1,9.0,SOC,Washington Stone Elementary School,100.0,Y,Y,N,N,WSB7C019X
2021-2022,7,5.0,MAT,East Junior High,83.5,Y,N,N,N,9WD526MTG
2021-2022,6,1.0,ELE,North Junior High,57.1,Y,N,N,N,I05EIY4G1
2023-2024,6,1.0,ENG,South Junior High,91.9,N,N,Y,N,7E8XHD3E2
2023-2024,1,6.0,ENG,Tulip Beach Elementary School,100.0,N,N,N,N,U5ZBK378F
2023-2024,5,7.0,SOC,Cloudy Elementary School,83.4,Y,N,N,N,3L4ZD89ES
2021-2022,7,0.0,ELE,East Junior High,100.0,N,N,N,N,5C3ZWHJ65
2023-2024,0,9.0,SOC,Cloudy Elementary School,76.2,N,Y,N,N,83VU9ELU2
2023-2024,8,1.0,ELE,North Junior High,87.5,N,N,N,N,XI20NQ6I3
2023-2024,6,6.0,ENG,South Junior High,52.6,N,N,N,N,9D37FHG4J
2021-2022,8,5.0,PE,Allfeather Middle School,100.0,N,N,N,N,INU740OU6
2023-2024,2,5.0,ENG,Hall Elementary School,84.3,Y,N,Y,N,9JVUC86R7
2024-2025,6,3.0,MAT,South Junior High,70.3,N,N,N,N,03QMFI0D6
2024-2025,3,2.0,ART,Seaside Elementary School,100.0,Y,N,N,Y,9M25C0SUB
2022-2023,7,5.0,ELE,North Junior High,93.7,N,N,N,N,77GHAM14I
2023-2024,4,5.0,ENG,Gale Elementary School,87.9,Y,N,N,N,351AL6MXN
2022-2023,8,7.0,MUS,East Junior High,102.2,N,N,N,N,2W6KRH2N9
2021-2022,7,4.0,ELE,West Junior High,100.0,N,N,N,N,YPK5ZJ345
2024-2025,8,1.0,MAT,East Junior High,64.7,N,N,N,N,ZR98QDE71
2022-2023,2,8.0,SCI,Gale Elementary School,100.0,Y,N,N,Y,WL64YUW03
2023-2024,8,1.0,SOC,West Junior High,97.0,Y,N,Y,Y,5V0GY56FP
2023-2024,1,3.0,MUS,Elk Meadow Elementary School,90.0,Y,N,Y,Y,T69TTN51T
2024-2025,7,5.0,SCI,Allfeather Middle School,77.0,N,N,N,N,QD889HS7V
2020-2021,7,1.0,IN,Allfeather Middle School,53.1,N,N,Y,N,QN9EM45H9
2022-2023,4,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,84ZLA1Q4A
2024-2025,1,5.0,ENG,Grand River Elementary School,79.6,Y,N,N,Y,5MI5P25RG
2024-2025,0,5.0,ENG,Grand River Elementary School,68.4,Y,N,N,N,CD8728ZXZ
2023-2024,8,2.0,SCI,West Junior High,59.6,Y,Y,Y,N,4MNKZ928P
2018-2019,8,4.0,PE,East Junior High,82.1,N,N,N,N,EJH32FJ19
2022-2023,2,8.0,SCI,Gale Elementary School,90.5,Y,N,N,N,176PUWZ9F
2018-2019,7,4.0,SCI,East Junior High,82.2,Y,N,N,N,C6E87E0HZ
2020-2021,6,5.0,ENG,South Junior High,6.8,N,Y,N,N,O31ABS65F
2024-2025,2,8.0,SCI,Gale Elementary School,100.0,Y,N,N,N,C12QLK99D
2024-2025,8,4.0,PE,West Junior High,98.6,Y,N,N,Y,O20RGJY70
2023-2024,1,7.0,MAT,Gale Elementary School,81.0,Y,N,N,Y,I7E283FDC
2018-2019,8,1.0,SCI,Allfeather Middle School,80.2,Y,N,N,N,4OL57OYX0
2024-2025,4,5.0,ENG,Seaside Elementary School,93.0,Y,N,N,N,TLT5K4S31
2022-2023,5,5.0,ENG,Gale Elementary School,93.0,Y,N,N,N,38C2D3NCK
2022-2023,7,5.0,ENG,West Junior High,95.0,Y,N,N,N,2I19DKW6N
2023-2024,7,5.0,PE,East Junior High,83.3,N,Y,N,N,43LGA81QM
2023-2024,4,9.0,SCI,Hall Elementary School,91.9,Y,N,N,N,KO9D874KQ
2023-2024,1,5.0,SCI,Seaside Elementary School,100.0,Y,N,N,N,E6S3N9Z0W
2021-2022,8,1.0,ENG,East Junior High,100.0,Y,N,N,N,V56F9Y4LR
2023-2024,2,9.0,SOC,Rocky Elementary School,100.0,N,N,N,N,JCCH4X293
2018-2019,8,4.0,SCI,Allfeather Middle School,59.5,N,N,N,N,IAL1578ZK
2024-2025,7,4.0,SOC,West Junior High,54.0,N,N,Y,Y,QBH629W3H
2023-2024,7,5.0,SCI,Allfeather Middle School,57.6,N,N,N,N,8T2QGB0L8
2024-2025,0,8.0,SCI,Cloudy Elementary School,100.0,Y,N,N,N,Z3B2UH9C3
2021-2022,8,2.0,SCI,East Junior High,67.2,Y,N,N,N,3M7D9K7WX
2023-2024,7,3.0,SOC,Allfeather Middle School,21.0,N,N,N,N,R8E57SJ6I
2024-2025,7,3.0,ELE,North Junior High,99.1,Y,N,N,N,ZH9N824UG
2024-2025,3,9.0,SOC,Elk Meadow Elementary School,100.0,N,Y,N,N,BNY0A27E8
2022-2023,8,3.0,PE,West Junior High,100.0,Y,N,Y,N,JF80SN7S5
2018-2019,8,3.0,SCI,Allfeather Middle School,66.0,Y,Y,N,N,4SU1R8Y9M
2021-2022,8,6.0,PE,West Junior High,89.5,Y,N,N,N,S88X0B6CO
2021-2022,6,5.0,SOC,East Junior High,52.7,Y,N,Y,N,K2U7E8I0L
2021-2022,7,7.0,ENG,North Junior High,58.4,Y,N,N,N,3R8AR70GW
2023-2024,8,4.0,ENG,West Junior High,82.7,Y,N,N,N,6M3Y3G0YL
2024-2025,1,5.0,ENG,Rocky Elementary School,83.7,N,N,N,N,7YQVLO786
2022-2023,5,6.0,ENG,Hall Elementary School,78.2,Y,N,N,Y,62L0LL0LR
2018-2019,7,4.0,PE,East Junior High,98.5,Y,N,N,N,3171SRNLN
2024-2025,7,4.0,ENG,Allfeather Middle School,90.4,Y,N,N,N,YRM5O4Q36
2018-2019,6,4.0,ART,East Junior High,100.0,Y,N,N,N,H4B622HIR
2023-2024,1,4.0,PE,Leafy Elementary School,90.0,Y,Y,N,Y,D67F2A0LQ
2024-2025,1,9.0,SOC,Cloudy Elementary School,86.7,Y,N,N,N,75MDE4YH0
2024-2025,4,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,70CH1RYN4
2024-2025,7,3.0,SCI,North Junior High,84.5,Y,N,N,N,9D90IV4BG
2020-2021,8,2.0,ELE,South Junior High,16.4,Y,N,Y,N,1FH4K63YI
2022-2023,7,8.0,ELE,North Junior High,0.0,N,N,N,N,VE3Y24IW3
2021-2022,8,7.0,SOC,Allfeather Middle School,74.1,N,N,N,N,W1EM1DY26
2022-2023,7,4.0,SOC,South Junior High,94.1,N,Y,N,N,1NB5S1B8Y
2024-2025,0,8.0,SCI,Gale Elementary School,100.0,Y,N,N,N,XDX1I041H
2018-2019,7,3.0,SCI,Allfeather Middle School,91.9,N,N,N,N,PXDT0818D
2022-2023,7,1.0,ELE,West Junior High,95.0,N,N,N,N,S9J24XZ4U
2024-2025,3,3.0,MUS,Rocky Elementary School,100.0,Y,Y,N,N,5ADR4AA68
2024-2025,8,5.0,ELE,Allfeather Middle School,90.0,N,N,N,N,X47DCFJ98
2024-2025,5,5.0,ENG,Sunny Hillside Elementary School,72.5,Y,N,N,N,DIKK4E585
2023-2024,2,8.0,SCI,Sunny Hillside Elementary School,88.0,Y,Y,N,Y,OG57ZA56B
2022-2023,8,7.0,MAT,West Junior High,95.0,Y,N,N,N,5CEEN645A
2024-2025,0,7.0,MAT,Gale Elementary School,100.0,Y,N,N,N,IC82L8NX0
2018-2019,7,1.0,ELE,East Junior High,76.2,N,N,N,N,WJ933VF7R
2020-2021,6,5.0,SOC,East Junior High,0.0,N,N,N,N,YUPZ31Q64
2018-2019,7,2.0,SOC,South Junior High,86.0,Y,N,N,N,BQ34TDT46
2023-2024,3,3.0,MUS,Cloudy Elementary School,100.0,N,N,N,N,2S0YHN31L
2023-2024,2,5.0,ENG,Grand River Elementary School,100.0,Y,N,N,N,N23TU1JL0
2021-2022,7,6.0,ELE,North Junior High,92.6,N,N,N,N,Y0W7WQ4V7
2024-2025,4,9.0,SOC,Grand River Elementary School,100.0,Y,N,N,Y,WQG4A469B
2024-2025,7,2.0,PE,Allfeather Middle School,90.6,N,N,Y,N,54C6HMS6T
2023-2024,4,4.0,MAT,Seaside Elementary School,95.5,Y,N,N,N,MA1V618JA
2024-2025,1,7.0,MAT,Tulip Beach Elementary School,81.9,N,N,N,N,MUQ185EV5
2024-2025,8,4.0,SCI,North Junior High,61.3,Y,Y,N,N,KS39Q6QQ7
2023-2024,6,4.0,SCI,West Junior High,88.3,N,N,Y,N,V2F3D35TG
2022-2023,7,4.0,MUS,North Junior High,100.3,Y,Y,N,N,Y9P4TDD87
2021-2022,8,3.0,SOC,North Junior High,51.6,N,Y,N,N,W6E4H1XS2
2023-2024,3,2.0,ART,Sunny Hillside Elementary School,95.0,Y,Y,N,N,G3Z92XO8W
2024-2025,0,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,461IYL6JC
2022-2023,6,6.0,SCI,Allfeather Middle School,61.3,N,N,Y,N,1LW18XQH3
2024-2025,8,3.0,SOC,South Junior High,94.0,N,N,N,N,9G269CVGG
2021-2022,7,3.0,SOC,East Junior High,98.0,N,N,N,N,LO21H02TI
2023-2024,5,7.0,MAT,Maria Flowers Elementary School,91.9,Y,N,Y,Y,L22P7OU1L
2024-2025,3,6.0,ENG,Grand River Elementary School,97.0,Y,N,Y,N,7Q9RPP4L8
2021-2022,6,3.0,ART,North Junior High,97.5,Y,N,N,N,0A71GDM0S
2022-2023,8,3.0,ELE,West Junior High,89.0,Y,N,N,N,70DU89YKV
2024-2025,0,5.0,ENG,Tulip Beach Elementary School,67.5,N,Y,N,N,B0D1F04DI
2021-2022,8,3.0,MUS,Allfeather Middle School,100.0,N,N,N,N,D25M6AZ7A
2024-2025,7,6.0,ENG,Allfeather Middle School,90.3,N,N,N,N,SS1DL99C4
2024-2025,8,3.0,SOC,West Junior High,82.0,Y,N,N,N,9MC36SW4V
2022-2023,8,1.0,MAT,Allfeather Middle School,76.7,N,N,N,N,V088FM4OZ
2021-2022,6,1.0,MAT,East Junior High,93.9,Y,N,N,N,CI6HXT838
2023-2024,2,5.0,ENG,Grand River Elementary School,91.3,Y,N,N,N,OKQ29MH18
2022-2023,8,6.0,SCI,Allfeather Middle School,86.0,N,Y,N,N,3H9JI9E8K
2021-2022,8,4.0,SCI,North Junior High,100.0,N,N,N,N,2CUP66E9E
2024-2025,4,6.0,ENG,Grand River Elementary School,100.0,Y,N,N,N,GDCH405P0
2023-2024,4,9.0,SCI,Hall Elementary School,75.7,Y,N,N,N,97Q45AAQO
2023-2024,8,6.0,MAT,Allfeather Middle School,0.0,N,N,N,N,2AEC366UN
2023-2024,6,1.0,SOC,Allfeather Middle School,100.0,Y,N,N,N,88XC3PAU5
2024-2025,7,3.0,ENG,Allfeather Middle School,69.9,Y,N,N,N,V817CZCK2
2020-2021,8,1.0,SOC,South Junior High,33.0,N,N,Y,N,4M6BET8A1
2024-2025,2,3.0,MUS,Gale Elementary School,100.0,Y,N,N,Y,I7E283FDC
2024-2025,7,5.0,ART,East Junior High,100.0,N,Y,Y,N,110WDO6WB
2022-2023,1,8.0,SCI,Hall Elementary School,93.2,Y,N,Y,Y,71V04FAEC
2020-2021,7,2.0,MAT,West Junior High,56.3,N,Y,Y,N,4R1HHTQ69
2023-2024,4,9.0,SOC,Leafy Elementary School,75.0,Y,N,N,N,LS70IHM52
2022-2023,5,7.0,MAT,Gale Elementary School,83.8,Y,N,N,N,5LD84XA9X
2024-2025,7,8.0,ENG,West Junior High,60.2,N,N,Y,Y,8W069XQJV
2021-2022,6,7.0,SOC,Allfeather Middle School,38.0,N,N,N,N,7Y22SX1RD
2024-2025,7,3.0,SCI,West Junior High,40.2,Y,N,N,N,8467YTFPP
2023-2024,2,5.0,SCI,Seaside Elementary School,100.0,Y,N,N,N,QRPK2401L
2021-2022,8,3.0,MUS,South Junior High,63.5,N,N,N,N,EGKD79G62
2020-2021,8,2.0,PE,Allfeather Middle School,94.2,N,N,N,N,6YSV92BU1
2022-2023,6,4.0,SCI,Online Learning School,89.5,N,N,N,N,ZV75TZ4H4
2022-2023,8,6.0,ENG,East Junior High,81.0,N,N,N,N,7SBT0RS38
2024-2025,2,9.0,SOC,Grand River Elementary School,90.0,Y,N,N,Y,83TUICU39
2024-2025,3,6.0,ENG,Cloudy Elementary School,51.3,Y,N,N,N,6UE1C3FR9
2024-2025,0,8.0,SCI,Sunny Hillside Elementary School,31.1,N,N,Y,N,6ZTC6D65D
2023-2024,0,7.0,MAT,Washington Stone Elementary School,71.8,Y,N,N,Y,G3M8RM2M1
2018-2019,8,3.0,SOC,East Junior High,99.0,N,N,N,N,SP839FQ0R
2023-2024,2,2.0,ART,Grand River Elementary School,100.0,Y,N,N,N,YM83H7NV4
2023-2024,7,4.0,PE,Allfeather Middle School,95.4,N,N,N,N,4V4UN03WP
2021-2022,7,0.0,ELE,East Junior High,96.7,N,Y,N,N,TPY2O604H
2022-2023,6,1.0,MS,East Junior High,92.3,Y,N,N,N,4X74YCE6T
2023-2024,6,5.0,ART,South Junior High,99.7,N,Y,N,N,18EC7NZP7
2022-2023,6,5.0,MAT,North Junior High,89.4,N,N,N,N,XR468KPD9
2022-2023,7,7.0,ELE,Allfeather Middle School,100.0,N,N,N,N,E5U0Y2HL5
2023-2024,8,2.0,ELE,North Junior High,100.0,N,Y,N,N,JA81YIN59
2021-2022,8,3.0,SOC,North Junior High,79.4,N,N,N,N,I9Q25E7JH
2023-2024,6,6.0,ELE,North Junior High,90.4,Y,N,Y,N,K2RR1I97W
2021-2022,6,2.0,MAT,West Junior High,84.0,Y,N,N,N,82HPK33GG
2022-2023,7,6.0,MAT,East Junior High,61.9,N,N,N,N,S9NOV5R09
2023-2024,4,9.0,SOC,Gale Elementary School,86.8,Y,N,N,N,5KN1CK0T6
2021-2022,6,2.0,ENG,North Junior High,97.2,Y,N,N,N,0NRF2NT67
2020-2021,6,5.0,SOC,East Junior High,86.2,N,N,N,N,F81NG6H8J
2024-2025,5,6.0,ENG,Washington Stone Elementary School,65.9,Y,Y,N,N,5S7CW20TP
2022-2023,8,3.0,ELE,West Junior High,88.2,Y,N,N,N,HB2QUV676
2024-2025,3,9.0,SOC,Cloudy Elementary School,90.8,Y,Y,N,N,FEO719G3D
2024-2025,7,6.0,ELE,West Junior High,36.6,N,N,N,N,IJH8S3E91
2023-2024,8,3.0,ELE,West Junior High,95.6,Y,N,N,N,7GH0L3KK2
2018-2019,6,6.0,MAT,North Junior High,65.0,N,Y,N,N,DJ3R47KC0
2020-2021,7,5.0,PE,Allfeather Middle School,96.9,N,N,N,N,7HJH52BE7
2024-2025,6,3.0,MUS,Allfeather Middle School,100.0,Y,N,N,N,3JQ60MZ6K
2021-2022,7,7.0,ELE,Allfeather Middle School,67.1,N,N,N,N,P9UP565CX
2024-2025,1,7.0,MAT,Seaside Elementary School,100.0,Y,N,N,N,M8D7DAV90
2024-2025,1,6.0,ENG,Leafy Elementary School,90.0,Y,N,Y,Y,CD2N043XH
2023-2024,0,4.0,PE,Cloudy Elementary School,96.7,N,N,N,N,1LVUZO660
2023-2024,7,4.0,PE,Allfeather Middle School,96.1,N,N,N,N,XP1XYL463
2018-2019,6,1.0,ENG,Allfeather Middle School,92.4,N,N,N,N,C7Z62RL7N
2020-2021,6,3.0,SOC,South Junior High,99.6,N,N,N,N,FMZ58ZD44
2021-2022,7,5.0,SCI,North Junior High,100.0,N,Y,N,N,669DJFFD5
2022-2023,3,9.0,SOC,Gale Elementary School,98.3,Y,N,N,N,575X4SOIH
2023-2024,8,2.0,SOC,Allfeather Middle School,85.9,N,N,N,N,J05RI58KB
2018-2019,6,4.0,SOC,East Junior High,100.0,Y,N,N,N,4HAMID966
2023-2024,6,4.0,SCI,West Junior High,95.6,Y,N,N,N,WV96BC1X5
2023-2024,7,4.0,ELE,North Junior High,85.6,N,Y,N,N,631FVU0MR
2020-2021,7,3.0,MAT,North Junior High,51.6,N,N,N,N,WTBU62I67
2022-2023,7,2.0,SOC,South Junior High,74.0,N,N,N,N,D75PE9R9I
2022-2023,7,5.0,ELE,East Junior High,88.5,N,N,N,N,Q56PG5I3R
2021-2022,7,2.0,ART,Allfeather Middle School,86.9,N,N,Y,N,0V2WJ4J8W
2022-2023,0,8.0,SCI,Hall Elementary School,100.0,Y,N,N,N,T8PML5R85
2024-2025,2,4.0,PE,Rocky Elementary School,100.0,Y,Y,Y,N,FL2H6HT82
2022-2023,6,2.0,MAT,South Junior High,46.2,N,N,Y,Y,3JD8ZDB13
2024-2025,8,1.0,MUS,East Junior High,83.8,N,N,N,N,6MA1V02IY
2024-2025,3,6.0,ENG,Maria Flowers Elementary School,40.0,Y,N,N,Y,73O3ZGQ1P
2020-2021,7,1.0,ELE,West Junior High,93.0,N,N,N,N,NJI8Z074V
2018-2019,7,1.0,ELE,East Junior High,49.2,N,N,Y,N,WVT15B2V8
2018-2019,8,6.0,MAT,Allfeather Middle School,85.1,N,N,N,N,3GUAZ2D15
2022-2023,7,3.0,SOC,East Junior High,54.5,N,N,N,N,M1Z3ZZ8P4
2018-2019,8,2.0,ART,Allfeather Middle School,64.2,N,N,N,N,DFVG382I4
2023-2024,3,9.0,SOC,Rocky Elementary School,70.0,N,N,N,N,1XTU061HJ
2024-2025,2,7.0,MAT,Grand River Elementary School,89.7,Y,N,N,N,0TIQX10P9
2024-2025,3,8.0,SCI,Leafy Elementary School,80.0,Y,N,N,N,U3Z0EMK69
2022-2023,3,7.0,MAT,Leafy Elementary School,75.0,Y,N,N,N,WY8X43G1C
2020-2021,8,6.0,ELE,South Junior High,97.9,N,N,N,N,2CMV03IT5
2024-2025,8,8.0,ELE,North Junior High,86.2,Y,N,N,N,46XGXW8N0
2020-2021,6,2.0,MUS,West Junior High,92.0,Y,N,N,N,MV68XI57F
2022-2023,5,9.0,SOC,Hall Elementary School,88.1,Y,N,N,N,3NVF6W1N4
2023-2024,1,9.0,SOC,Leafy Elementary School,85.0,Y,N,N,N,2ZV0K1H6R
2023-2024,6,3.0,SCI,East Junior High,80.3,N,N,N,N,X21QK60CI
2020-2021,8,3.0,SCI,North Junior High,94.8,N,N,N,N,TNV3T6U68
2022-2023,5,2.0,ART,Leafy Elementary School,100.0,Y,N,N,N,TWFO35G37
2022-2023,1,6.0,ENG,Gale Elementary School,93.7,Y,N,N,N,95TAPI18P
2024-2025,2,9.0,SOC,Grand River Elementary School,100.0,Y,N,Y,N,S2T6TSE02
2020-2021,7,4.0,SCI,East Junior High,0.0,N,N,N,N,PZTG6F140
2023-2024,2,2.0,ART,Sunny Hillside Elementary School,95.0,Y,Y,N,N,6SN688XWK
2022-2023,7,4.0,SCI,South Junior High,66.2,N,N,N,Y,P9Q18SHS0
2022-2023,6,7.0,ART,Allfeather Middle School,98.0,N,N,N,N,14COBJA00
2018-2019,7,2.0,MAT,North Junior High,77.8,N,N,N,N,LH46O2V6Q
2024-2025,5,4.0,PE,Cloudy Elementary School,100.0,Y,Y,N,N,VVM464S3L
2024-2025,8,3.0,MUS,Allfeather Middle School,70.6,N,N,N,N,HYUC235M2
2018-2019,8,4.0,SCI,West Junior High,85.0,Y,N,N,N,FHC0C4X09
2024-2025,1,2.0,ART,Seaside Elementary School,100.0,Y,N,N,N,7VR3YQF52
2024-2025,6,4.0,ENG,North Junior High,95.0,N,Y,N,N,16F3G5MLZ
2021-2022,8,7.0,ELE,Allfeather Middle School,85.8,N,N,N,N,2JU424VJL
2024-2025,4,9.0,SOC,Grand River Elementary School,97.9,Y,N,N,N,8H8GV5X0T
2024-2025,1,5.0,ENG,Washington Stone Elementary School,92.4,Y,N,N,N,6S2NF57KH
2023-2024,7,7.0,MAT,East Junior High,60.0,N,N,N,N,Q2K3VD29V
2021-2022,6,1.0,ENG,East Junior High,66.8,Y,N,Y,Y,3F71EK8SZ
2022-2023,2,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,TLZO83C15
2023-2024,4,8.0,MUS,Tulip Beach Elementary School,100.0,N,Y,N,N,3ECL51C7I
2024-2025,5,5.0,ENG,Seaside Elementary School,67.1,Y,N,N,N,0AVV872RD
2024-2025,3,8.0,SCI,Grand River Elementary School,100.0,Y,N,N,N,8HE8Z7MB8
2021-2022,6,7.0,MAT,North Junior High,100.0,N,Y,N,N,28WP7QI1I
2024-2025,7,3.0,ELE,South Junior High,97.7,N,N,Y,Y,46H1MY1BZ
2023-2024,8,4.0,SOC,Allfeather Middle School,86.0,N,N,N,N,09TVHE4F8
2024-2025,3,5.0,ENG,Gale Elementary School,93.3,Y,N,N,N,6Y7RX8BZ2
2024-2025,0,3.0,MUS,Cloudy Elementary School,97.5,Y,N,Y,N,QOG0R23S6
2022-2023,7,7.0,SCI,North Junior High,80.9,Y,N,N,N,7RIK7U3G8
2024-2025,5,7.0,MAT,Elk Meadow Elementary School,45.6,Y,N,N,Y,5X0EW13XG
2022-2023,7,1.0,MUS,West Junior High,66.6,N,N,N,N,XCK1136DQ
2018-2019,6,1.0,ENG,North Junior High,94.6,N,N,N,N,NCM4LS298
2022-2023,6,2.0,MUS,South Junior High,88.2,N,N,N,N,R703DCXI1
2023-2024,0,5.0,ENG,Gale Elementary School,90.5,Y,N,N,N,7JG5V14DM
2018-2019,6,3.0,MAT,Allfeather Middle School,93.1,N,N,N,N,67IDE4DD4
2024-2025,0,7.0,MAT,Grand River Elementary School,100.0,Y,N,N,N,S13SC9C6J
2018-2019,8,6.0,ENG,North Junior High,100.0,N,N,N,N,9Z2Y9CW9R
2024-2025,6,4.0,MAT,Allfeather Middle School,81.7,Y,N,N,N,3GV7G29FT
2024-2025,3,2.0,ART,Elk Meadow Elementary School,100.0,Y,N,Y,Y,763YUOD9F
2018-2019,6,4.0,ELE,Allfeather Middle School,88.0,N,Y,N,N,02QDXY26U
2023-2024,2,4.0,PE,Gale Elementary School,100.0,N,Y,N,N,ED934IWK9
2023-2024,5,7.0,MAT,Washington Stone Elementary School,81.1,Y,N,N,N,5A7O5CPX2
2023-2024,6,3.0,ENG,North Junior High,86.0,Y,N,N,N,RFE2428OV
2023-2024,6,2.0,ELE,Allfeather Middle School,91.1,N,N,N,N,1BFHS694W
2024-2025,5,9.0,SOC,Rocky Elementary School,93.1,Y,N,N,N,VN4GG054F
2023-2024,3,9.0,SOC,Cloudy Elementary School,81.8,Y,N,N,N,9HQG3J9R1
2018-2019,6,2.0,SCI,Allfeather Middle School,84.6,N,N,N,N,KQ72Q40YF
2024-2025,7,4.0,PE,East Junior High,76.0,N,N,N,Y,TQP97S2N1
2023-2024,6,5.0,ELE,North Junior High,0.0,Y,N,N,N,8CO31HM7W
2018-2019,8,6.0,MUS,Allfeather Middle School,100.0,N,N,N,N,PTJX598B7
2024-2025,8,4.0,ENG,North Junior High,82.0,Y,N,N,N,5AK543TLN
2022-2023,8,7.0,ENG,Allfeather Middle School,89.7,N,N,N,N,K4TT2G4H6
2018-2019,6,5.0,MAT,West Junior High,57.1,N,N,N,N,3SPF2VS36
2024-2025,4,6.0,ENG,Gale Elementary School,84.2,Y,N,N,N,D23OHY1Q6
2023-2024,6,5.0,ELE,North Junior High,96.4,Y,N,N,N,8CD2ZMI48
2020-2021,8,5.0,SCI,Allfeather Middle School,38.5,N,N,Y,N,H0Z6N04NZ
2024-2025,6,4.0,ART,North Junior High,98.2,Y,N,N,Y,XZS4A4E78
2022-2023,1,7.0,MAT,Leafy Elementary School,87.7,Y,N,Y,N,EG89ZH66C
2018-2019,6,2.0,MUS,North Junior High,90.6,N,N,N,N,ALTK3238D
2018-2019,8,5.0,ELE,North Junior High,82.7,N,N,N,N,5QU6EW5H0
2024-2025,0,9.0,SOC,Cloudy Elementary School,100.0,Y,N,N,N,36DP5VM4Z
2023-2024,4,4.0,PE,Rocky Elementary School,100.0,Y,N,Y,N,9Z4QZ59TE
2024-2025,7,3.0,ENG,West Junior High,94.2,N,N,N,N,DETM1F597
2023-2024,6,6.0,MAT,West Junior High,86.3,Y,N,N,N,903JZPG7Q
2018-2019,6,3.0,SCI,Allfeather Middle School,85.4,N,N,N,N,HG04PC9O5
2018-2019,6,4.0,ENG,South Junior High,67.2,Y,N,N,N,ER095AZQ8
2022-2023,7,5.0,PE,Allfeather Middle School,98.8,N,N,Y,Y,JKF33B80M
2024-2025,8,5.0,MAT,West Junior High,97.0,Y,N,N,N,5W6DGF18X
2022-2023,5,5.0,ENG,Gale Elementary School,46.2,Y,N,N,Y,VAR00Q8Z7
2021-2022,7,2.0,ENG,East Junior High,10.6,N,N,Y,N,1JB3YAT87
2024-2025,4,6.0,ENG,Seaside Elementary School,90.0,Y,N,N,N,0ONFW15I2
2024-2025,2,4.0,PE,Elk Meadow Elementary School,100.0,N,N,N,N,MNE88L86Z
2024-2025,7,6.0,PE,Allfeather Middle School,90.0,N,N,N,N,B6ELL2T60
2022-2023,7,2.0,MAT,Allfeather Middle School,100.8,N,N,N,N,2K0WK4C6J
2020-2021,7,1.0,SOC,South Junior High,33.3,Y,N,N,N,B302BLY5E
2022-2023,8,6.0,ENG,East Junior High,100.0,N,N,N,N,P8TUX60V0
2022-2023,1,8.0,SCI,Gale Elementary School,95.7,Y,N,N,N,6F1CN02SC
2024-2025,8,2.0,ELE,North Junior High,100.0,Y,N,N,N,V0L3MO6H0
2023-2024,0,7.0,MAT,Hall Elementary School,91.5,Y,N,N,N,75WB4Y7XE
2024-2025,4,7.0,MAT,Rocky Elementary School,0.0,Y,N,N,N,N0P55C1EU
2018-2019,8,7.0,ENG,North Junior High,75.2,Y,N,N,N,36AGOL93Q
2024-2025,0,3.0,MUS,Seaside Elementary School,100.0,Y,N,N,Y,0U1ZO8L5Y
2024-2025,3,8.0,SCI,Hall Elementary School,93.8,Y,N,Y,Y,9LL66S2LW
2024-2025,0,8.0,SCI,Rocky Elementary School,100.0,Y,N,N,N,Z2F7L8JN3
2024-2025,7,1.0,PE,Allfeather Middle School,89.8,N,N,N,N,N8Q28I9AV
2018-2019,7,5.0,ELE,East Junior High,85.2,N,N,N,N,X64N8TJ2K
2023-2024,2,8.0,SCI,Grand River Elementary School,100.0,Y,N,N,Y,X45SN5I1T
2024-2025,2,5.0,ENG,Grand River Elementary School,73.8,Y,N,N,Y,BA9D35Q5I
2020-2021,7,5.0,ENG,Allfeather Middle School,0.0,N,Y,N,N,U25KJ8F2W
2023-2024,6,1.0,ELE,North Junior High,82.0,Y,N,N,N,R4JR13DW4
2023-2024,7,5.0,SOC,West Junior High,99.3,N,N,N,N,E6D3EDG93
2018-2019,7,5.0,ELE,South Junior High,96.7,Y,N,N,N,25PNZ9B7G
2023-2024,8,4.0,MUS,Allfeather Middle School,80.6,N,N,N,N,AS1O7KT27
2024-2025,2,7.0,MAT,Tulip Beach Elementary School,96.5,N,N,N,N,U5ZBK378F
2024-2025,3,8.0,SCI,Rocky Elementary School,97.1,Y,Y,N,N,C826C9STP
2018-2019,8,6.0,MAT,West Junior High,93.0,Y,N,N,N,1BX7F1U4N
2024-2025,0,7.0,MAT,Rocky Elementary School,92.6,Y,N,N,N,06AQ5BQ5W
2023-2024,4,6.0,ENG,Maria Flowers Elementary School,76.9,Y,N,Y,Y,B1IJSH986
2018-2019,6,2.0,MAT,West Junior High,81.0,Y,N,N,N,1CU8HBN71
